Algorithm,category,size,trial,time_us
IntroSort,Reverse,80900,4,6899
IntroSort,Reverse,80900,5,6663
QuickSort,Reverse,81000,1,11633
QuickSort,Reverse,81000,2,11600
QuickSort,Reverse,81000,3,11497
QuickSort,Reverse,81000,4,11653
QuickSort,Reverse,81000,5,11585
IntroSort,Reverse,81000,1,6516
IntroSort,Reverse,81000,2,6364
IntroSort,Reverse,81000,3,6292
IntroSort,Reverse,81000,4,6180
IntroSort,Reverse,81000,5,6373
QuickSort,Reverse,81100,1,11205
QuickSort,Reverse,81100,2,12001
QuickSort,Reverse,81100,3,10937
QuickSort,Reverse,81100,4,11274
QuickSort,Reverse,81100,5,11717
IntroSort,Reverse,81100,1,6566
IntroSort,Reverse,81100,2,6184
IntroSort,Reverse,81100,3,6531
IntroSort,Reverse,81100,4,6407
IntroSort,Reverse,81100,5,6766
QuickSort,Reverse,81200,1,11655
QuickSort,Reverse,81200,2,11617
QuickSort,Reverse,81200,3,12372
QuickSort,Reverse,81200,4,12055
QuickSort,Reverse,81200,5,11527
IntroSort,Reverse,81200,1,6646
IntroSort,Reverse,81200,2,6769
IntroSort,Reverse,81200,3,6452
IntroSort,Reverse,81200,4,6505
IntroSort,Reverse,81200,5,6696
QuickSort,Reverse,81300,1,11690
QuickSort,Reverse,81300,2,11636
QuickSort,Reverse,81300,3,11879
QuickSort,Reverse,81300,4,11710
QuickSort,Reverse,81300,5,11636
IntroSort,Reverse,81300,1,6774
IntroSort,Reverse,81300,2,6647
IntroSort,Reverse,81300,3,6332
IntroSort,Reverse,81300,4,6641
IntroSort,Reverse,81300,5,6475
QuickSort,Reverse,81400,1,11828
QuickSort,Reverse,81400,2,12166
QuickSort,Reverse,81400,3,11975
QuickSort,Reverse,81400,4,11647
QuickSort,Reverse,81400,5,11630
IntroSort,Reverse,81400,1,6619
IntroSort,Reverse,81400,2,6493
IntroSort,Reverse,81400,3,6650
IntroSort,Reverse,81400,4,6526
IntroSort,Reverse,81400,5,6407
QuickSort,Reverse,81500,1,11703
QuickSort,Reverse,81500,2,11996
QuickSort,Reverse,81500,3,11832
QuickSort,Reverse,81500,4,11415
QuickSort,Reverse,81500,5,11606
IntroSort,Reverse,81500,1,6337
IntroSort,Reverse,81500,2,6381
IntroSort,Reverse,81500,3,6731
IntroSort,Reverse,81500,4,6407
IntroSort,Reverse,81500,5,6550
QuickSort,Reverse,81600,1,11733
QuickSort,Reverse,81600,2,11630
QuickSort,Reverse,81600,3,11416
QuickSort,Reverse,81600,4,11549
QuickSort,Reverse,81600,5,12327
IntroSort,Reverse,81600,1,6678
IntroSort,Reverse,81600,2,6484
IntroSort,Reverse,81600,3,5971
IntroSort,Reverse,81600,4,7305
IntroSort,Reverse,81600,5,6748
QuickSort,Reverse,81700,1,11959
QuickSort,Reverse,81700,2,11870
QuickSort,Reverse,81700,3,11812
QuickSort,Reverse,81700,4,11851
QuickSort,Reverse,81700,5,11834
IntroSort,Reverse,81700,1,7015
IntroSort,Reverse,81700,2,6565
IntroSort,Reverse,81700,3,6585
IntroSort,Reverse,81700,4,7074
IntroSort,Reverse,81700,5,6676
QuickSort,Reverse,81800,1,12201
QuickSort,Reverse,81800,2,11666
QuickSort,Reverse,81800,3,11994
QuickSort,Reverse,81800,4,12117
QuickSort,Reverse,81800,5,12025
IntroSort,Reverse,81800,1,6499
IntroSort,Reverse,81800,2,6632
IntroSort,Reverse,81800,3,6556
IntroSort,Reverse,81800,4,7117
IntroSort,Reverse,81800,5,6964
QuickSort,Reverse,81900,1,11828
QuickSort,Reverse,81900,2,12014
QuickSort,Reverse,81900,3,11771
QuickSort,Reverse,81900,4,12154
QuickSort,Reverse,81900,5,12261
IntroSort,Reverse,81900,1,6881
IntroSort,Reverse,81900,2,6850
IntroSort,Reverse,81900,3,6712
IntroSort,Reverse,81900,4,6345
IntroSort,Reverse,81900,5,6437
QuickSort,Reverse,82000,1,11844
QuickSort,Reverse,82000,2,12071
QuickSort,Reverse,82000,3,12113
QuickSort,Reverse,82000,4,11955
QuickSort,Reverse,82000,5,11772
IntroSort,Reverse,82000,1,6789
IntroSort,Reverse,82000,2,6371
IntroSort,Reverse,82000,3,6059
IntroSort,Reverse,82000,4,6615
IntroSort,Reverse,82000,5,6470
QuickSort,Reverse,82100,1,12052
QuickSort,Reverse,82100,2,11250
QuickSort,Reverse,82100,3,11653
QuickSort,Reverse,82100,4,11368
QuickSort,Reverse,82100,5,11482
IntroSort,Reverse,82100,1,6290
IntroSort,Reverse,82100,2,6598
IntroSort,Reverse,82100,3,6450
IntroSort,Reverse,82100,4,6742
IntroSort,Reverse,82100,5,6618
QuickSort,Reverse,82200,1,12465
QuickSort,Reverse,82200,2,11664
QuickSort,Reverse,82200,3,12180
QuickSort,Reverse,82200,4,12044
QuickSort,Reverse,82200,5,11856
IntroSort,Reverse,82200,1,6728
IntroSort,Reverse,82200,2,6837
IntroSort,Reverse,82200,3,7478
IntroSort,Reverse,82200,4,6443
IntroSort,Reverse,82200,5,6716
QuickSort,Reverse,82300,1,11971
QuickSort,Reverse,82300,2,11784
QuickSort,Reverse,82300,3,12149
QuickSort,Reverse,82300,4,11765
QuickSort,Reverse,82300,5,11741
IntroSort,Reverse,82300,1,6868
IntroSort,Reverse,82300,2,6875
IntroSort,Reverse,82300,3,6701
IntroSort,Reverse,82300,4,6956
IntroSort,Reverse,82300,5,6900
QuickSort,Reverse,82400,1,12088
QuickSort,Reverse,82400,2,12073
QuickSort,Reverse,82400,3,12356
QuickSort,Reverse,82400,4,11864
QuickSort,Reverse,82400,5,11912
IntroSort,Reverse,82400,1,6694
IntroSort,Reverse,82400,2,6615
IntroSort,Reverse,82400,3,6432
IntroSort,Reverse,82400,4,6510
IntroSort,Reverse,82400,5,6529
QuickSort,Reverse,82500,1,11891
QuickSort,Reverse,82500,2,12395
QuickSort,Reverse,82500,3,12430
QuickSort,Reverse,82500,4,11625
QuickSort,Reverse,82500,5,12567
IntroSort,Reverse,82500,1,6518
IntroSort,Reverse,82500,2,6953
IntroSort,Reverse,82500,3,6423
IntroSort,Reverse,82500,4,6535
IntroSort,Reverse,82500,5,7169
QuickSort,Reverse,82600,1,12072
QuickSort,Reverse,82600,2,12166
QuickSort,Reverse,82600,3,12107
QuickSort,Reverse,82600,4,11383
QuickSort,Reverse,82600,5,11324
IntroSort,Reverse,82600,1,6837
IntroSort,Reverse,82600,2,6718
IntroSort,Reverse,82600,3,7003
IntroSort,Reverse,82600,4,6645
IntroSort,Reverse,82600,5,6875
QuickSort,Reverse,82700,1,12468
QuickSort,Reverse,82700,2,11993
QuickSort,Reverse,82700,3,11846
QuickSort,Reverse,82700,4,12040
QuickSort,Reverse,82700,5,11767
IntroSort,Reverse,82700,1,6984
IntroSort,Reverse,82700,2,6638
IntroSort,Reverse,82700,3,6641
IntroSort,Reverse,82700,4,7085
IntroSort,Reverse,82700,5,6513
QuickSort,Reverse,82800,1,12350
QuickSort,Reverse,82800,2,12115
QuickSort,Reverse,82800,3,12065
QuickSort,Reverse,82800,4,12091
QuickSort,Reverse,82800,5,11961
IntroSort,Reverse,82800,1,6539
IntroSort,Reverse,82800,2,6644
IntroSort,Reverse,82800,3,6871
IntroSort,Reverse,82800,4,6666
IntroSort,Reverse,82800,5,6523
QuickSort,Reverse,82900,1,11793
QuickSort,Reverse,82900,2,12083
QuickSort,Reverse,82900,3,11969
QuickSort,Reverse,82900,4,11843
QuickSort,Reverse,82900,5,12221
IntroSort,Reverse,82900,1,6883
IntroSort,Reverse,82900,2,6887
IntroSort,Reverse,82900,3,6667
IntroSort,Reverse,82900,4,6790
IntroSort,Reverse,82900,5,6550
QuickSort,Reverse,83000,1,11862
QuickSort,Reverse,83000,2,12141
QuickSort,Reverse,83000,3,12844
QuickSort,Reverse,83000,4,12634
QuickSort,Reverse,83000,5,12418
IntroSort,Reverse,83000,1,6696
IntroSort,Reverse,83000,2,6887
IntroSort,Reverse,83000,3,7131
IntroSort,Reverse,83000,4,6585
IntroSort,Reverse,83000,5,6592
QuickSort,Reverse,83100,1,12206
QuickSort,Reverse,83100,2,12010
QuickSort,Reverse,83100,3,11817
QuickSort,Reverse,83100,4,11316
QuickSort,Reverse,83100,5,11726
IntroSort,Reverse,83100,1,6599
IntroSort,Reverse,83100,2,6774
IntroSort,Reverse,83100,3,7005
IntroSort,Reverse,83100,4,6619
IntroSort,Reverse,83100,5,6606
QuickSort,Reverse,83200,1,11958
QuickSort,Reverse,83200,2,12315
QuickSort,Reverse,83200,3,12880
QuickSort,Reverse,83200,4,12380
QuickSort,Reverse,83200,5,12087
IntroSort,Reverse,83200,1,6867
IntroSort,Reverse,83200,2,7457
IntroSort,Reverse,83200,3,7255
IntroSort,Reverse,83200,4,6954
IntroSort,Reverse,83200,5,6817
QuickSort,Reverse,83300,1,12124
QuickSort,Reverse,83300,2,11974
QuickSort,Reverse,83300,3,12031
QuickSort,Reverse,83300,4,12303
QuickSort,Reverse,83300,5,11985
IntroSort,Reverse,83300,1,6524
IntroSort,Reverse,83300,2,7078
IntroSort,Reverse,83300,3,6859
IntroSort,Reverse,83300,4,7157
IntroSort,Reverse,83300,5,6683
QuickSort,Reverse,83400,1,12068
QuickSort,Reverse,83400,2,12233
QuickSort,Reverse,83400,3,12121
QuickSort,Reverse,83400,4,12522
QuickSort,Reverse,83400,5,12142
IntroSort,Reverse,83400,1,6580
IntroSort,Reverse,83400,2,6893
IntroSort,Reverse,83400,3,6962
IntroSort,Reverse,83400,4,6765
IntroSort,Reverse,83400,5,6878
QuickSort,Reverse,83500,1,11823
QuickSort,Reverse,83500,2,12417
QuickSort,Reverse,83500,3,11529
QuickSort,Reverse,83500,4,11606
QuickSort,Reverse,83500,5,11699
IntroSort,Reverse,83500,1,6402
IntroSort,Reverse,83500,2,6908
IntroSort,Reverse,83500,3,6405
IntroSort,Reverse,83500,4,6389
IntroSort,Reverse,83500,5,6644
QuickSort,Reverse,83600,1,12073
QuickSort,Reverse,83600,2,11621
QuickSort,Reverse,83600,3,11536
QuickSort,Reverse,83600,4,11977
QuickSort,Reverse,83600,5,12012
IntroSort,Reverse,83600,1,6617
IntroSort,Reverse,83600,2,6783
IntroSort,Reverse,83600,3,6648
IntroSort,Reverse,83600,4,6800
IntroSort,Reverse,83600,5,6727
QuickSort,Reverse,83700,1,11859
QuickSort,Reverse,83700,2,11976
QuickSort,Reverse,83700,3,12111
QuickSort,Reverse,83700,4,12194
QuickSort,Reverse,83700,5,12215
IntroSort,Reverse,83700,1,7145
IntroSort,Reverse,83700,2,6429
IntroSort,Reverse,83700,3,6741
IntroSort,Reverse,83700,4,6852
IntroSort,Reverse,83700,5,6885
QuickSort,Reverse,83800,1,12133
QuickSort,Reverse,83800,2,12332
QuickSort,Reverse,83800,3,11940
QuickSort,Reverse,83800,4,12300
QuickSort,Reverse,83800,5,12422
IntroSort,Reverse,83800,1,7047
IntroSort,Reverse,83800,2,6872
IntroSort,Reverse,83800,3,7235
IntroSort,Reverse,83800,4,6701
IntroSort,Reverse,83800,5,6490
QuickSort,Reverse,83900,1,11978
QuickSort,Reverse,83900,2,12123
QuickSort,Reverse,83900,3,12288
QuickSort,Reverse,83900,4,12311
QuickSort,Reverse,83900,5,12189
IntroSort,Reverse,83900,1,6922
IntroSort,Reverse,83900,2,7011
IntroSort,Reverse,83900,3,6648
IntroSort,Reverse,83900,4,6741
IntroSort,Reverse,83900,5,7131
QuickSort,Reverse,84000,1,12147
QuickSort,Reverse,84000,2,12164
QuickSort,Reverse,84000,3,12243
QuickSort,Reverse,84000,4,12042
QuickSort,Reverse,84000,5,11901
IntroSort,Reverse,84000,1,6801
IntroSort,Reverse,84000,2,6369
IntroSort,Reverse,84000,3,7089
IntroSort,Reverse,84000,4,6811
IntroSort,Reverse,84000,5,6530
QuickSort,Reverse,84100,1,12353
QuickSort,Reverse,84100,2,12121
QuickSort,Reverse,84100,3,12314
QuickSort,Reverse,84100,4,12068
QuickSort,Reverse,84100,5,12321
IntroSort,Reverse,84100,1,6834
IntroSort,Reverse,84100,2,6902
IntroSort,Reverse,84100,3,6641
IntroSort,Reverse,84100,4,6777
IntroSort,Reverse,84100,5,6877
QuickSort,Reverse,84200,1,12944
QuickSort,Reverse,84200,2,12207
QuickSort,Reverse,84200,3,12230
QuickSort,Reverse,84200,4,12515
QuickSort,Reverse,84200,5,12403
IntroSort,Reverse,84200,1,7074
IntroSort,Reverse,84200,2,7324
IntroSort,Reverse,84200,3,6691
IntroSort,Reverse,84200,4,7191
IntroSort,Reverse,84200,5,6761
QuickSort,Reverse,84300,1,12252
QuickSort,Reverse,84300,2,12403
QuickSort,Reverse,84300,3,12656
QuickSort,Reverse,84300,4,12188
QuickSort,Reverse,84300,5,12250
IntroSort,Reverse,84300,1,6824
IntroSort,Reverse,84300,2,7420
IntroSort,Reverse,84300,3,7048
IntroSort,Reverse,84300,4,6756
IntroSort,Reverse,84300,5,6569
QuickSort,Reverse,84400,1,12955
QuickSort,Reverse,84400,2,12087
QuickSort,Reverse,84400,3,12361
QuickSort,Reverse,84400,4,12300
QuickSort,Reverse,84400,5,12396
IntroSort,Reverse,84400,1,7169
IntroSort,Reverse,84400,2,6557
IntroSort,Reverse,84400,3,6876
IntroSort,Reverse,84400,4,6866
IntroSort,Reverse,84400,5,6836
QuickSort,Reverse,84500,1,12255
QuickSort,Reverse,84500,2,12014
QuickSort,Reverse,84500,3,12145
QuickSort,Reverse,84500,4,12290
QuickSort,Reverse,84500,5,11925
IntroSort,Reverse,84500,1,6558
IntroSort,Reverse,84500,2,6748
IntroSort,Reverse,84500,3,7233
IntroSort,Reverse,84500,4,6653
IntroSort,Reverse,84500,5,6781
QuickSort,Reverse,84600,1,12307
QuickSort,Reverse,84600,2,12256
QuickSort,Reverse,84600,3,13074
QuickSort,Reverse,84600,4,12266
QuickSort,Reverse,84600,5,12258
IntroSort,Reverse,84600,1,7013
IntroSort,Reverse,84600,2,7103
IntroSort,Reverse,84600,3,7364
IntroSort,Reverse,84600,4,6757
IntroSort,Reverse,84600,5,6884
QuickSort,Reverse,84700,1,12444
QuickSort,Reverse,84700,2,12462
QuickSort,Reverse,84700,3,12337
QuickSort,Reverse,84700,4,12463
QuickSort,Reverse,84700,5,12566
IntroSort,Reverse,84700,1,6818
IntroSort,Reverse,84700,2,6670
IntroSort,Reverse,84700,3,7113
IntroSort,Reverse,84700,4,7156
IntroSort,Reverse,84700,5,7011
QuickSort,Reverse,84800,1,12180
QuickSort,Reverse,84800,2,12147
QuickSort,Reverse,84800,3,12437
QuickSort,Reverse,84800,4,12280
QuickSort,Reverse,84800,5,12396
IntroSort,Reverse,84800,1,7231
IntroSort,Reverse,84800,2,6821
IntroSort,Reverse,84800,3,6966
IntroSort,Reverse,84800,4,6972
IntroSort,Reverse,84800,5,6819
QuickSort,Reverse,84900,1,12207
QuickSort,Reverse,84900,2,12126
QuickSort,Reverse,84900,3,12336
QuickSort,Reverse,84900,4,12575
QuickSort,Reverse,84900,5,12691
IntroSort,Reverse,84900,1,6378
IntroSort,Reverse,84900,2,6762
IntroSort,Reverse,84900,3,7020
IntroSort,Reverse,84900,4,7065
IntroSort,Reverse,84900,5,6802
QuickSort,Reverse,85000,1,11893
QuickSort,Reverse,85000,2,11946
QuickSort,Reverse,85000,3,12087
QuickSort,Reverse,85000,4,12192
QuickSort,Reverse,85000,5,11966
IntroSort,Reverse,85000,1,6930
IntroSort,Reverse,85000,2,6668
IntroSort,Reverse,85000,3,6909
IntroSort,Reverse,85000,4,6763
IntroSort,Reverse,85000,5,6912
QuickSort,Reverse,85100,1,12263
QuickSort,Reverse,85100,2,12372
QuickSort,Reverse,85100,3,12628
QuickSort,Reverse,85100,4,12593
QuickSort,Reverse,85100,5,12502
IntroSort,Reverse,85100,1,6878
IntroSort,Reverse,85100,2,6656
IntroSort,Reverse,85100,3,6751
IntroSort,Reverse,85100,4,7386
IntroSort,Reverse,85100,5,7300
QuickSort,Reverse,85200,1,12440
QuickSort,Reverse,85200,2,12372
QuickSort,Reverse,85200,3,12247
QuickSort,Reverse,85200,4,12105
QuickSort,Reverse,85200,5,12573
IntroSort,Reverse,85200,1,6848
IntroSort,Reverse,85200,2,7331
IntroSort,Reverse,85200,3,6779
IntroSort,Reverse,85200,4,7256
IntroSort,Reverse,85200,5,6799
QuickSort,Reverse,85300,1,12554
QuickSort,Reverse,85300,2,12523
QuickSort,Reverse,85300,3,12402
QuickSort,Reverse,85300,4,12537
QuickSort,Reverse,85300,5,12521
IntroSort,Reverse,85300,1,6903
IntroSort,Reverse,85300,2,7141
IntroSort,Reverse,85300,3,6760
IntroSort,Reverse,85300,4,6806
IntroSort,Reverse,85300,5,6971
QuickSort,Reverse,85400,1,12346
QuickSort,Reverse,85400,2,13090
QuickSort,Reverse,85400,3,12312
QuickSort,Reverse,85400,4,12139
QuickSort,Reverse,85400,5,12496
IntroSort,Reverse,85400,1,7030
IntroSort,Reverse,85400,2,7390
IntroSort,Reverse,85400,3,6646
IntroSort,Reverse,85400,4,7505
IntroSort,Reverse,85400,5,6847
QuickSort,Reverse,85500,1,11707
QuickSort,Reverse,85500,2,11601
QuickSort,Reverse,85500,3,11703
QuickSort,Reverse,85500,4,12080
QuickSort,Reverse,85500,5,12520
IntroSort,Reverse,85500,1,6912
IntroSort,Reverse,85500,2,6819
IntroSort,Reverse,85500,3,6951
IntroSort,Reverse,85500,4,6694
IntroSort,Reverse,85500,5,7103
QuickSort,Reverse,85600,1,12579
QuickSort,Reverse,85600,2,12135
QuickSort,Reverse,85600,3,12154
QuickSort,Reverse,85600,4,12204
QuickSort,Reverse,85600,5,12094
IntroSort,Reverse,85600,1,7062
IntroSort,Reverse,85600,2,6844
IntroSort,Reverse,85600,3,6963
IntroSort,Reverse,85600,4,6950
IntroSort,Reverse,85600,5,6657
QuickSort,Reverse,85700,1,12366
QuickSort,Reverse,85700,2,12095
QuickSort,Reverse,85700,3,12161
QuickSort,Reverse,85700,4,12403
QuickSort,Reverse,85700,5,12183
IntroSort,Reverse,85700,1,6986
IntroSort,Reverse,85700,2,6718
IntroSort,Reverse,85700,3,7047
IntroSort,Reverse,85700,4,6589
IntroSort,Reverse,85700,5,7139
QuickSort,Reverse,85800,1,12255
QuickSort,Reverse,85800,2,12481
QuickSort,Reverse,85800,3,12065
QuickSort,Reverse,85800,4,12641
QuickSort,Reverse,85800,5,12155
IntroSort,Reverse,85800,1,6910
IntroSort,Reverse,85800,2,6988
IntroSort,Reverse,85800,3,6912
IntroSort,Reverse,85800,4,6963
IntroSort,Reverse,85800,5,7034
QuickSort,Reverse,85900,1,12003
QuickSort,Reverse,85900,2,11806
QuickSort,Reverse,85900,3,12089
QuickSort,Reverse,85900,4,12895
QuickSort,Reverse,85900,5,12276
IntroSort,Reverse,85900,1,6684
IntroSort,Reverse,85900,2,6819
IntroSort,Reverse,85900,3,7106
IntroSort,Reverse,85900,4,7108
IntroSort,Reverse,85900,5,7016
QuickSort,Reverse,86000,1,12043
QuickSort,Reverse,86000,2,12287
QuickSort,Reverse,86000,3,12686
QuickSort,Reverse,86000,4,12175
QuickSort,Reverse,86000,5,12467
IntroSort,Reverse,86000,1,7043
IntroSort,Reverse,86000,2,7056
IntroSort,Reverse,86000,3,7269
IntroSort,Reverse,86000,4,6850
IntroSort,Reverse,86000,5,6875
QuickSort,Reverse,86100,1,12582
QuickSort,Reverse,86100,2,12161
QuickSort,Reverse,86100,3,12556
QuickSort,Reverse,86100,4,12539
QuickSort,Reverse,86100,5,12495
IntroSort,Reverse,86100,1,6864
IntroSort,Reverse,86100,2,7446
IntroSort,Reverse,86100,3,7016
IntroSort,Reverse,86100,4,6721
IntroSort,Reverse,86100,5,6723
QuickSort,Reverse,86200,1,12703
QuickSort,Reverse,86200,2,12436
QuickSort,Reverse,86200,3,12580
QuickSort,Reverse,86200,4,12662
QuickSort,Reverse,86200,5,12456
IntroSort,Reverse,86200,1,7054
IntroSort,Reverse,86200,2,7342
IntroSort,Reverse,86200,3,7202
IntroSort,Reverse,86200,4,7161
IntroSort,Reverse,86200,5,7167
QuickSort,Reverse,86300,1,12582
QuickSort,Reverse,86300,2,12303
QuickSort,Reverse,86300,3,12909
QuickSort,Reverse,86300,4,12498
QuickSort,Reverse,86300,5,12997
IntroSort,Reverse,86300,1,7318
IntroSort,Reverse,86300,2,7185
IntroSort,Reverse,86300,3,7545
IntroSort,Reverse,86300,4,6581
IntroSort,Reverse,86300,5,6479
QuickSort,Reverse,86400,1,12355
QuickSort,Reverse,86400,2,12684
QuickSort,Reverse,86400,3,11680
QuickSort,Reverse,86400,4,11998
QuickSort,Reverse,86400,5,12084
IntroSort,Reverse,86400,1,6515
IntroSort,Reverse,86400,2,6721
IntroSort,Reverse,86400,3,6737
IntroSort,Reverse,86400,4,6911
IntroSort,Reverse,86400,5,6850
QuickSort,Reverse,86500,1,12817
QuickSort,Reverse,86500,2,12429
QuickSort,Reverse,86500,3,12485
QuickSort,Reverse,86500,4,12950
QuickSort,Reverse,86500,5,12445
IntroSort,Reverse,86500,1,7596
IntroSort,Reverse,86500,2,6992
IntroSort,Reverse,86500,3,6949
IntroSort,Reverse,86500,4,6929
IntroSort,Reverse,86500,5,7220
QuickSort,Reverse,86600,1,12816
QuickSort,Reverse,86600,2,12341
QuickSort,Reverse,86600,3,12274
QuickSort,Reverse,86600,4,12275
QuickSort,Reverse,86600,5,12626
IntroSort,Reverse,86600,1,6910
IntroSort,Reverse,86600,2,6705
IntroSort,Reverse,86600,3,7342
IntroSort,Reverse,86600,4,6656
IntroSort,Reverse,86600,5,7009
QuickSort,Reverse,86700,1,12519
QuickSort,Reverse,86700,2,12400
QuickSort,Reverse,86700,3,12818
QuickSort,Reverse,86700,4,12522
QuickSort,Reverse,86700,5,12407
IntroSort,Reverse,86700,1,7083
IntroSort,Reverse,86700,2,7066
IntroSort,Reverse,86700,3,7108
IntroSort,Reverse,86700,4,6969
IntroSort,Reverse,86700,5,6952
QuickSort,Reverse,86800,1,12482
QuickSort,Reverse,86800,2,12279
QuickSort,Reverse,86800,3,12444
QuickSort,Reverse,86800,4,12508
QuickSort,Reverse,86800,5,12489
IntroSort,Reverse,86800,1,6887
IntroSort,Reverse,86800,2,6880
IntroSort,Reverse,86800,3,6584
IntroSort,Reverse,86800,4,7112
IntroSort,Reverse,86800,5,7204
QuickSort,Reverse,86900,1,12018
QuickSort,Reverse,86900,2,12162
QuickSort,Reverse,86900,3,12384
QuickSort,Reverse,86900,4,12228
QuickSort,Reverse,86900,5,12116
IntroSort,Reverse,86900,1,7897
IntroSort,Reverse,86900,2,7080
IntroSort,Reverse,86900,3,6998
IntroSort,Reverse,86900,4,7036
IntroSort,Reverse,86900,5,6868
QuickSort,Reverse,87000,1,12949
QuickSort,Reverse,87000,2,12536
QuickSort,Reverse,87000,3,12583
QuickSort,Reverse,87000,4,12615
QuickSort,Reverse,87000,5,12370
IntroSort,Reverse,87000,1,6971
IntroSort,Reverse,87000,2,7250
IntroSort,Reverse,87000,3,7226
IntroSort,Reverse,87000,4,7036
IntroSort,Reverse,87000,5,6950
QuickSort,Reverse,87100,1,12515
QuickSort,Reverse,87100,2,13246
QuickSort,Reverse,87100,3,12911
QuickSort,Reverse,87100,4,12535
QuickSort,Reverse,87100,5,12882
IntroSort,Reverse,87100,1,7300
IntroSort,Reverse,87100,2,7033
IntroSort,Reverse,87100,3,6803
IntroSort,Reverse,87100,4,7038
IntroSort,Reverse,87100,5,6880
QuickSort,Reverse,87200,1,12684
QuickSort,Reverse,87200,2,12709
QuickSort,Reverse,87200,3,12526
QuickSort,Reverse,87200,4,12681
QuickSort,Reverse,87200,5,12852
IntroSort,Reverse,87200,1,6845
IntroSort,Reverse,87200,2,6869
IntroSort,Reverse,87200,3,7025
IntroSort,Reverse,87200,4,7113
IntroSort,Reverse,87200,5,7233
QuickSort,Reverse,87300,1,13297
QuickSort,Reverse,87300,2,12913
QuickSort,Reverse,87300,3,12335
QuickSort,Reverse,87300,4,12666
QuickSort,Reverse,87300,5,12191
IntroSort,Reverse,87300,1,7184
IntroSort,Reverse,87300,2,7186
IntroSort,Reverse,87300,3,7070
IntroSort,Reverse,87300,4,7178
IntroSort,Reverse,87300,5,7119
QuickSort,Reverse,87400,1,11905
QuickSort,Reverse,87400,2,11971
QuickSort,Reverse,87400,3,12745
QuickSort,Reverse,87400,4,12426
QuickSort,Reverse,87400,5,12614
IntroSort,Reverse,87400,1,6987
IntroSort,Reverse,87400,2,6937
IntroSort,Reverse,87400,3,6878
IntroSort,Reverse,87400,4,7404
IntroSort,Reverse,87400,5,7172
QuickSort,Reverse,87500,1,12606
QuickSort,Reverse,87500,2,12979
QuickSort,Reverse,87500,3,12434
QuickSort,Reverse,87500,4,12768
QuickSort,Reverse,87500,5,12712
IntroSort,Reverse,87500,1,7491
IntroSort,Reverse,87500,2,7299
IntroSort,Reverse,87500,3,6940
IntroSort,Reverse,87500,4,7241
IntroSort,Reverse,87500,5,7027
QuickSort,Reverse,87600,1,12809
QuickSort,Reverse,87600,2,12435
QuickSort,Reverse,87600,3,12552
QuickSort,Reverse,87600,4,12696
QuickSort,Reverse,87600,5,12622
IntroSort,Reverse,87600,1,6938
IntroSort,Reverse,87600,2,7367
IntroSort,Reverse,87600,3,7102
IntroSort,Reverse,87600,4,6850
IntroSort,Reverse,87600,5,7236
QuickSort,Reverse,87700,1,12655
QuickSort,Reverse,87700,2,12619
QuickSort,Reverse,87700,3,12868
QuickSort,Reverse,87700,4,12372
QuickSort,Reverse,87700,5,12750
IntroSort,Reverse,87700,1,7195
IntroSort,Reverse,87700,2,7439
IntroSort,Reverse,87700,3,6832
IntroSort,Reverse,87700,4,6958
IntroSort,Reverse,87700,5,6949
QuickSort,Reverse,87800,1,13042
QuickSort,Reverse,87800,2,12810
QuickSort,Reverse,87800,3,12238
QuickSort,Reverse,87800,4,12345
QuickSort,Reverse,87800,5,12223
IntroSort,Reverse,87800,1,6998
IntroSort,Reverse,87800,2,7734
IntroSort,Reverse,87800,3,6921
IntroSort,Reverse,87800,4,7108
IntroSort,Reverse,87800,5,6991
QuickSort,Reverse,87900,1,12576
QuickSort,Reverse,87900,2,12691
QuickSort,Reverse,87900,3,12368
QuickSort,Reverse,87900,4,13262
QuickSort,Reverse,87900,5,12855
IntroSort,Reverse,87900,1,7320
IntroSort,Reverse,87900,2,7151
IntroSort,Reverse,87900,3,7364
IntroSort,Reverse,87900,4,7162
IntroSort,Reverse,87900,5,7170
QuickSort,Reverse,88000,1,12690
QuickSort,Reverse,88000,2,12796
QuickSort,Reverse,88000,3,12531
QuickSort,Reverse,88000,4,12985
QuickSort,Reverse,88000,5,12682
IntroSort,Reverse,88000,1,7372
IntroSort,Reverse,88000,2,7350
IntroSort,Reverse,88000,3,7495
IntroSort,Reverse,88000,4,7289
IntroSort,Reverse,88000,5,6925
QuickSort,Reverse,88100,1,13316
QuickSort,Reverse,88100,2,12757
QuickSort,Reverse,88100,3,12556
QuickSort,Reverse,88100,4,13096
QuickSort,Reverse,88100,5,12753
IntroSort,Reverse,88100,1,7124
IntroSort,Reverse,88100,2,7344
IntroSort,Reverse,88100,3,7118
IntroSort,Reverse,88100,4,7530
IntroSort,Reverse,88100,5,7136
QuickSort,Reverse,88200,1,12821
QuickSort,Reverse,88200,2,12594
QuickSort,Reverse,88200,3,12924
QuickSort,Reverse,88200,4,13078
QuickSort,Reverse,88200,5,12724
IntroSort,Reverse,88200,1,7531
IntroSort,Reverse,88200,2,7012
IntroSort,Reverse,88200,3,7394
IntroSort,Reverse,88200,4,7238
IntroSort,Reverse,88200,5,7396
QuickSort,Reverse,88300,1,12094
QuickSort,Reverse,88300,2,12448
QuickSort,Reverse,88300,3,12422
