Algorithm,category,size,trial,time_us
IntroSort,Random,58900,5,6344
QuickSort,Random,59000,1,10008
QuickSort,Random,59000,2,10001
QuickSort,Random,59000,3,10145
QuickSort,Random,59000,4,9902
QuickSort,Random,59000,5,10090
IntroSort,Random,59000,1,6426
IntroSort,Random,59000,2,6541
IntroSort,Random,59000,3,6451
IntroSort,Random,59000,4,6411
IntroSort,Random,59000,5,6377
QuickSort,Random,59100,1,10040
QuickSort,Random,59100,2,9939
QuickSort,Random,59100,3,10203
QuickSort,Random,59100,4,9900
QuickSort,Random,59100,5,9957
IntroSort,Random,59100,1,6436
IntroSort,Random,59100,2,6568
IntroSort,Random,59100,3,6663
IntroSort,Random,59100,4,6337
IntroSort,Random,59100,5,6578
QuickSort,Random,59200,1,10048
QuickSort,Random,59200,2,9916
QuickSort,Random,59200,3,10136
QuickSort,Random,59200,4,10067
QuickSort,Random,59200,5,10029
IntroSort,Random,59200,1,6239
IntroSort,Random,59200,2,6829
IntroSort,Random,59200,3,6311
IntroSort,Random,59200,4,6605
IntroSort,Random,59200,5,6220
QuickSort,Random,59300,1,10295
QuickSort,Random,59300,2,9954
QuickSort,Random,59300,3,10106
QuickSort,Random,59300,4,10036
QuickSort,Random,59300,5,10063
IntroSort,Random,59300,1,6519
IntroSort,Random,59300,2,6402
IntroSort,Random,59300,3,6410
IntroSort,Random,59300,4,6729
IntroSort,Random,59300,5,6521
QuickSort,Random,59400,1,9952
QuickSort,Random,59400,2,10171
QuickSort,Random,59400,3,10364
QuickSort,Random,59400,4,10030
QuickSort,Random,59400,5,10032
IntroSort,Random,59400,1,6598
IntroSort,Random,59400,2,6313
IntroSort,Random,59400,3,6408
IntroSort,Random,59400,4,6433
IntroSort,Random,59400,5,6569
QuickSort,Random,59500,1,10030
QuickSort,Random,59500,2,9979
QuickSort,Random,59500,3,10182
QuickSort,Random,59500,4,10096
QuickSort,Random,59500,5,10028
IntroSort,Random,59500,1,6620
IntroSort,Random,59500,2,6516
IntroSort,Random,59500,3,6705
IntroSort,Random,59500,4,6366
IntroSort,Random,59500,5,6400
QuickSort,Random,59600,1,10182
QuickSort,Random,59600,2,10060
QuickSort,Random,59600,3,10111
QuickSort,Random,59600,4,10124
QuickSort,Random,59600,5,10230
IntroSort,Random,59600,1,6614
IntroSort,Random,59600,2,6512
IntroSort,Random,59600,3,6376
IntroSort,Random,59600,4,6469
IntroSort,Random,59600,5,6495
QuickSort,Random,59700,1,10153
QuickSort,Random,59700,2,10166
QuickSort,Random,59700,3,10055
QuickSort,Random,59700,4,10190
QuickSort,Random,59700,5,10102
IntroSort,Random,59700,1,6611
IntroSort,Random,59700,2,6539
IntroSort,Random,59700,3,6364
IntroSort,Random,59700,4,6490
IntroSort,Random,59700,5,6581
QuickSort,Random,59800,1,9962
QuickSort,Random,59800,2,10675
QuickSort,Random,59800,3,10100
QuickSort,Random,59800,4,10273
QuickSort,Random,59800,5,10203
IntroSort,Random,59800,1,6578
IntroSort,Random,59800,2,6414
IntroSort,Random,59800,3,6456
IntroSort,Random,59800,4,6434
IntroSort,Random,59800,5,6714
QuickSort,Random,59900,1,10086
QuickSort,Random,59900,2,10155
QuickSort,Random,59900,3,10095
QuickSort,Random,59900,4,10107
QuickSort,Random,59900,5,10145
IntroSort,Random,59900,1,6436
IntroSort,Random,59900,2,6499
IntroSort,Random,59900,3,6715
IntroSort,Random,59900,4,6488
IntroSort,Random,59900,5,6817
QuickSort,Random,60000,1,10190
QuickSort,Random,60000,2,10232
QuickSort,Random,60000,3,10254
QuickSort,Random,60000,4,10416
QuickSort,Random,60000,5,10065
IntroSort,Random,60000,1,6558
IntroSort,Random,60000,2,6445
IntroSort,Random,60000,3,6555
IntroSort,Random,60000,4,6587
IntroSort,Random,60000,5,6625
QuickSort,Random,60100,1,10347
QuickSort,Random,60100,2,10634
QuickSort,Random,60100,3,10179
QuickSort,Random,60100,4,10290
QuickSort,Random,60100,5,10049
IntroSort,Random,60100,1,6723
IntroSort,Random,60100,2,6576
IntroSort,Random,60100,3,6470
IntroSort,Random,60100,4,6681
IntroSort,Random,60100,5,6410
QuickSort,Random,60200,1,10346
QuickSort,Random,60200,2,10331
QuickSort,Random,60200,3,10233
QuickSort,Random,60200,4,10229
QuickSort,Random,60200,5,10094
IntroSort,Random,60200,1,6469
IntroSort,Random,60200,2,6829
IntroSort,Random,60200,3,6636
IntroSort,Random,60200,4,6813
IntroSort,Random,60200,5,6615
QuickSort,Random,60300,1,10313
QuickSort,Random,60300,2,10268
QuickSort,Random,60300,3,10344
QuickSort,Random,60300,4,10211
QuickSort,Random,60300,5,10220
IntroSort,Random,60300,1,6529
IntroSort,Random,60300,2,6747
IntroSort,Random,60300,3,6657
IntroSort,Random,60300,4,6507
IntroSort,Random,60300,5,6637
QuickSort,Random,60400,1,10377
QuickSort,Random,60400,2,10185
QuickSort,Random,60400,3,10245
QuickSort,Random,60400,4,11104
QuickSort,Random,60400,5,10095
IntroSort,Random,60400,1,6613
IntroSort,Random,60400,2,6669
IntroSort,Random,60400,3,6571
IntroSort,Random,60400,4,6591
IntroSort,Random,60400,5,6523
QuickSort,Random,60500,1,10303
QuickSort,Random,60500,2,10263
QuickSort,Random,60500,3,10154
QuickSort,Random,60500,4,10410
QuickSort,Random,60500,5,10406
IntroSort,Random,60500,1,6645
IntroSort,Random,60500,2,6649
IntroSort,Random,60500,3,6679
IntroSort,Random,60500,4,6748
IntroSort,Random,60500,5,6824
QuickSort,Random,60600,1,10422
QuickSort,Random,60600,2,10449
QuickSort,Random,60600,3,10256
QuickSort,Random,60600,4,10345
QuickSort,Random,60600,5,10277
IntroSort,Random,60600,1,6721
IntroSort,Random,60600,2,6552
IntroSort,Random,60600,3,6675
IntroSort,Random,60600,4,6706
IntroSort,Random,60600,5,6696
QuickSort,Random,60700,1,10345
QuickSort,Random,60700,2,10570
QuickSort,Random,60700,3,10369
QuickSort,Random,60700,4,10656
QuickSort,Random,60700,5,10453
IntroSort,Random,60700,1,6280
IntroSort,Random,60700,2,6618
IntroSort,Random,60700,3,6804
IntroSort,Random,60700,4,6507
IntroSort,Random,60700,5,6616
QuickSort,Random,60800,1,10244
QuickSort,Random,60800,2,10154
QuickSort,Random,60800,3,10247
QuickSort,Random,60800,4,10288
QuickSort,Random,60800,5,10026
IntroSort,Random,60800,1,6460
IntroSort,Random,60800,2,6654
IntroSort,Random,60800,3,6733
IntroSort,Random,60800,4,6398
IntroSort,Random,60800,5,6698
QuickSort,Random,60900,1,10382
QuickSort,Random,60900,2,10505
QuickSort,Random,60900,3,10205
QuickSort,Random,60900,4,10343
QuickSort,Random,60900,5,10382
IntroSort,Random,60900,1,6982
IntroSort,Random,60900,2,6339
IntroSort,Random,60900,3,6596
IntroSort,Random,60900,4,6524
IntroSort,Random,60900,5,6812
QuickSort,Random,61000,1,10598
QuickSort,Random,61000,2,10310
QuickSort,Random,61000,3,10415
QuickSort,Random,61000,4,10417
QuickSort,Random,61000,5,10281
IntroSort,Random,61000,1,6496
IntroSort,Random,61000,2,6542
IntroSort,Random,61000,3,6641
IntroSort,Random,61000,4,6794
IntroSort,Random,61000,5,6601
QuickSort,Random,61100,1,10480
QuickSort,Random,61100,2,10218
QuickSort,Random,61100,3,10340
QuickSort,Random,61100,4,10181
QuickSort,Random,61100,5,10181
IntroSort,Random,61100,1,6607
IntroSort,Random,61100,2,6777
IntroSort,Random,61100,3,6791
IntroSort,Random,61100,4,6536
IntroSort,Random,61100,5,6489
QuickSort,Random,61200,1,10339
QuickSort,Random,61200,2,10353
QuickSort,Random,61200,3,10217
QuickSort,Random,61200,4,10244
QuickSort,Random,61200,5,10420
IntroSort,Random,61200,1,6583
IntroSort,Random,61200,2,6624
IntroSort,Random,61200,3,6689
IntroSort,Random,61200,4,6619
IntroSort,Random,61200,5,6699
QuickSort,Random,61300,1,10504
QuickSort,Random,61300,2,10321
QuickSort,Random,61300,3,10344
QuickSort,Random,61300,4,10260
QuickSort,Random,61300,5,10452
IntroSort,Random,61300,1,6683
IntroSort,Random,61300,2,6800
IntroSort,Random,61300,3,6687
IntroSort,Random,61300,4,6536
IntroSort,Random,61300,5,6663
QuickSort,Random,61400,1,10335
QuickSort,Random,61400,2,10521
QuickSort,Random,61400,3,10302
QuickSort,Random,61400,4,10477
QuickSort,Random,61400,5,10442
IntroSort,Random,61400,1,6736
IntroSort,Random,61400,2,6655
IntroSort,Random,61400,3,6737
IntroSort,Random,61400,4,6576
IntroSort,Random,61400,5,6940
QuickSort,Random,61500,1,10288
QuickSort,Random,61500,2,10319
QuickSort,Random,61500,3,10492
QuickSort,Random,61500,4,10208
QuickSort,Random,61500,5,10704
IntroSort,Random,61500,1,6469
IntroSort,Random,61500,2,6612
IntroSort,Random,61500,3,6524
IntroSort,Random,61500,4,6459
IntroSort,Random,61500,5,6721
QuickSort,Random,61600,1,10430
QuickSort,Random,61600,2,10313
QuickSort,Random,61600,3,10348
QuickSort,Random,61600,4,10620
QuickSort,Random,61600,5,10434
IntroSort,Random,61600,1,6787
IntroSort,Random,61600,2,6875
IntroSort,Random,61600,3,6625
IntroSort,Random,61600,4,6506
IntroSort,Random,61600,5,6613
QuickSort,Random,61700,1,10577
QuickSort,Random,61700,2,10577
QuickSort,Random,61700,3,10286
QuickSort,Random,61700,4,10463
QuickSort,Random,61700,5,10473
IntroSort,Random,61700,1,6540
IntroSort,Random,61700,2,6571
IntroSort,Random,61700,3,6695
IntroSort,Random,61700,4,6807
IntroSort,Random,61700,5,6621
QuickSort,Random,61800,1,10436
QuickSort,Random,61800,2,10785
QuickSort,Random,61800,3,10399
QuickSort,Random,61800,4,10382
QuickSort,Random,61800,5,10061
IntroSort,Random,61800,1,6659
IntroSort,Random,61800,2,6645
IntroSort,Random,61800,3,6579
IntroSort,Random,61800,4,6605
IntroSort,Random,61800,5,6980
QuickSort,Random,61900,1,10771
QuickSort,Random,61900,2,10518
QuickSort,Random,61900,3,10625
QuickSort,Random,61900,4,10691
QuickSort,Random,61900,5,10614
IntroSort,Random,61900,1,6667
IntroSort,Random,61900,2,6712
IntroSort,Random,61900,3,6855
IntroSort,Random,61900,4,6903
IntroSort,Random,61900,5,6745
QuickSort,Random,62000,1,10661
QuickSort,Random,62000,2,10468
QuickSort,Random,62000,3,10613
QuickSort,Random,62000,4,10411
QuickSort,Random,62000,5,10556
IntroSort,Random,62000,1,6931
IntroSort,Random,62000,2,6737
IntroSort,Random,62000,3,6661
IntroSort,Random,62000,4,7054
IntroSort,Random,62000,5,6816
QuickSort,Random,62100,1,10753
QuickSort,Random,62100,2,10427
QuickSort,Random,62100,3,10548
QuickSort,Random,62100,4,10616
QuickSort,Random,62100,5,10657
IntroSort,Random,62100,1,6703
IntroSort,Random,62100,2,6769
IntroSort,Random,62100,3,6910
IntroSort,Random,62100,4,6767
IntroSort,Random,62100,5,6767
QuickSort,Random,62200,1,10703
QuickSort,Random,62200,2,10638
QuickSort,Random,62200,3,10504
QuickSort,Random,62200,4,10436
QuickSort,Random,62200,5,10648
IntroSort,Random,62200,1,6637
IntroSort,Random,62200,2,6736
IntroSort,Random,62200,3,7143
IntroSort,Random,62200,4,6882
IntroSort,Random,62200,5,6723
QuickSort,Random,62300,1,10719
QuickSort,Random,62300,2,10869
QuickSort,Random,62300,3,10774
QuickSort,Random,62300,4,10616
QuickSort,Random,62300,5,10532
IntroSort,Random,62300,1,6911
IntroSort,Random,62300,2,6480
IntroSort,Random,62300,3,6600
IntroSort,Random,62300,4,6489
IntroSort,Random,62300,5,6593
QuickSort,Random,62400,1,10748
QuickSort,Random,62400,2,10552
QuickSort,Random,62400,3,10888
QuickSort,Random,62400,4,10450
QuickSort,Random,62400,5,10594
IntroSort,Random,62400,1,6863
IntroSort,Random,62400,2,6672
IntroSort,Random,62400,3,6558
IntroSort,Random,62400,4,6930
IntroSort,Random,62400,5,6657
QuickSort,Random,62500,1,10652
QuickSort,Random,62500,2,10518
QuickSort,Random,62500,3,10550
QuickSort,Random,62500,4,10967
QuickSort,Random,62500,5,10433
IntroSort,Random,62500,1,6690
IntroSort,Random,62500,2,6879
IntroSort,Random,62500,3,6743
IntroSort,Random,62500,4,6662
IntroSort,Random,62500,5,6752
QuickSort,Random,62600,1,10530
QuickSort,Random,62600,2,10713
QuickSort,Random,62600,3,10666
QuickSort,Random,62600,4,10659
QuickSort,Random,62600,5,10516
IntroSort,Random,62600,1,6767
IntroSort,Random,62600,2,6826
IntroSort,Random,62600,3,6747
IntroSort,Random,62600,4,6773
IntroSort,Random,62600,5,7066
QuickSort,Random,62700,1,10541
QuickSort,Random,62700,2,10712
QuickSort,Random,62700,3,10533
QuickSort,Random,62700,4,10513
QuickSort,Random,62700,5,10679
IntroSort,Random,62700,1,6770
IntroSort,Random,62700,2,6797
IntroSort,Random,62700,3,6691
IntroSort,Random,62700,4,6853
IntroSort,Random,62700,5,6830
QuickSort,Random,62800,1,10568
QuickSort,Random,62800,2,10493
QuickSort,Random,62800,3,10653
QuickSort,Random,62800,4,10677
QuickSort,Random,62800,5,10682
IntroSort,Random,62800,1,6731
IntroSort,Random,62800,2,6851
IntroSort,Random,62800,3,6952
IntroSort,Random,62800,4,6866
IntroSort,Random,62800,5,6911
QuickSort,Random,62900,1,10617
QuickSort,Random,62900,2,10344
QuickSort,Random,62900,3,10384
QuickSort,Random,62900,4,10489
QuickSort,Random,62900,5,10630
IntroSort,Random,62900,1,6872
IntroSort,Random,62900,2,7019
IntroSort,Random,62900,3,6878
IntroSort,Random,62900,4,7005
IntroSort,Random,62900,5,6796
QuickSort,Random,63000,1,10594
QuickSort,Random,63000,2,10720
QuickSort,Random,63000,3,11082
QuickSort,Random,63000,4,10766
QuickSort,Random,63000,5,10570
IntroSort,Random,63000,1,7340
IntroSort,Random,63000,2,6994
IntroSort,Random,63000,3,6891
IntroSort,Random,63000,4,6976
IntroSort,Random,63000,5,6822
QuickSort,Random,63100,1,10857
QuickSort,Random,63100,2,10929
QuickSort,Random,63100,3,10757
QuickSort,Random,63100,4,10858
QuickSort,Random,63100,5,11127
IntroSort,Random,63100,1,6901
IntroSort,Random,63100,2,6733
IntroSort,Random,63100,3,6887
IntroSort,Random,63100,4,6951
IntroSort,Random,63100,5,6903
QuickSort,Random,63200,1,10634
QuickSort,Random,63200,2,10839
QuickSort,Random,63200,3,10970
QuickSort,Random,63200,4,10762
QuickSort,Random,63200,5,10802
IntroSort,Random,63200,1,7064
IntroSort,Random,63200,2,6955
IntroSort,Random,63200,3,6701
IntroSort,Random,63200,4,6819
IntroSort,Random,63200,5,7336
QuickSort,Random,63300,1,10904
QuickSort,Random,63300,2,10867
QuickSort,Random,63300,3,10813
QuickSort,Random,63300,4,10807
QuickSort,Random,63300,5,10788
IntroSort,Random,63300,1,6679
IntroSort,Random,63300,2,6860
IntroSort,Random,63300,3,6967
IntroSort,Random,63300,4,7040
IntroSort,Random,63300,5,7034
QuickSort,Random,63400,1,11084
QuickSort,Random,63400,2,10882
QuickSort,Random,63400,3,10765
QuickSort,Random,63400,4,10577
QuickSort,Random,63400,5,10917
IntroSort,Random,63400,1,7160
IntroSort,Random,63400,2,6851
IntroSort,Random,63400,3,6932
IntroSort,Random,63400,4,7181
IntroSort,Random,63400,5,6917
QuickSort,Random,63500,1,10842
QuickSort,Random,63500,2,10715
QuickSort,Random,63500,3,10844
QuickSort,Random,63500,4,11051
QuickSort,Random,63500,5,10909
IntroSort,Random,63500,1,6840
IntroSort,Random,63500,2,6999
IntroSort,Random,63500,3,7125
IntroSort,Random,63500,4,7083
IntroSort,Random,63500,5,6952
QuickSort,Random,63600,1,10896
QuickSort,Random,63600,2,11151
QuickSort,Random,63600,3,10686
QuickSort,Random,63600,4,10977
QuickSort,Random,63600,5,10777
IntroSort,Random,63600,1,6962
IntroSort,Random,63600,2,6957
IntroSort,Random,63600,3,6951
IntroSort,Random,63600,4,7079
IntroSort,Random,63600,5,6939
QuickSort,Random,63700,1,11086
QuickSort,Random,63700,2,10778
QuickSort,Random,63700,3,10800
QuickSort,Random,63700,4,10948
QuickSort,Random,63700,5,11221
IntroSort,Random,63700,1,6911
IntroSort,Random,63700,2,7036
IntroSort,Random,63700,3,7036
IntroSort,Random,63700,4,7157
IntroSort,Random,63700,5,6998
QuickSort,Random,63800,1,11302
QuickSort,Random,63800,2,10820
QuickSort,Random,63800,3,11008
QuickSort,Random,63800,4,10860
QuickSort,Random,63800,5,11175
IntroSort,Random,63800,1,6799
IntroSort,Random,63800,2,6848
IntroSort,Random,63800,3,7295
IntroSort,Random,63800,4,7011
IntroSort,Random,63800,5,7017
QuickSort,Random,63900,1,11038
QuickSort,Random,63900,2,11015
QuickSort,Random,63900,3,10963
QuickSort,Random,63900,4,11313
QuickSort,Random,63900,5,10973
IntroSort,Random,63900,1,6840
IntroSort,Random,63900,2,7044
IntroSort,Random,63900,3,7009
IntroSort,Random,63900,4,6999
IntroSort,Random,63900,5,6954
QuickSort,Random,64000,1,11001
QuickSort,Random,64000,2,10914
QuickSort,Random,64000,3,10998
QuickSort,Random,64000,4,11207
QuickSort,Random,64000,5,10870
IntroSort,Random,64000,1,7168
IntroSort,Random,64000,2,6888
IntroSort,Random,64000,3,7194
IntroSort,Random,64000,4,6915
IntroSort,Random,64000,5,7492
QuickSort,Random,64100,1,10797
QuickSort,Random,64100,2,10894
QuickSort,Random,64100,3,10919
QuickSort,Random,64100,4,11136
QuickSort,Random,64100,5,11080
IntroSort,Random,64100,1,7210
IntroSort,Random,64100,2,6776
IntroSort,Random,64100,3,7223
IntroSort,Random,64100,4,7331
IntroSort,Random,64100,5,6899
QuickSort,Random,64200,1,11062
QuickSort,Random,64200,2,11461
QuickSort,Random,64200,3,11074
QuickSort,Random,64200,4,11163
QuickSort,Random,64200,5,11730
IntroSort,Random,64200,1,7080
IntroSort,Random,64200,2,7318
IntroSort,Random,64200,3,7214
IntroSort,Random,64200,4,7327
IntroSort,Random,64200,5,7443
QuickSort,Random,64300,1,11074
QuickSort,Random,64300,2,11055
QuickSort,Random,64300,3,10888
QuickSort,Random,64300,4,11128
QuickSort,Random,64300,5,11245
IntroSort,Random,64300,1,7026
IntroSort,Random,64300,2,7109
IntroSort,Random,64300,3,7079
IntroSort,Random,64300,4,7102
IntroSort,Random,64300,5,7253
QuickSort,Random,64400,1,11129
QuickSort,Random,64400,2,11046
QuickSort,Random,64400,3,11034
QuickSort,Random,64400,4,11103
QuickSort,Random,64400,5,11156
IntroSort,Random,64400,1,7440
IntroSort,Random,64400,2,6979
IntroSort,Random,64400,3,7025
IntroSort,Random,64400,4,6799
IntroSort,Random,64400,5,6823
QuickSort,Random,64500,1,10759
QuickSort,Random,64500,2,10810
QuickSort,Random,64500,3,10764
QuickSort,Random,64500,4,10943
QuickSort,Random,64500,5,10867
IntroSort,Random,64500,1,7051
IntroSort,Random,64500,2,6833
IntroSort,Random,64500,3,6837
IntroSort,Random,64500,4,7108
IntroSort,Random,64500,5,6874
QuickSort,Random,64600,1,10999
QuickSort,Random,64600,2,10769
QuickSort,Random,64600,3,11261
QuickSort,Random,64600,4,10891
QuickSort,Random,64600,5,10936
IntroSort,Random,64600,1,6792
IntroSort,Random,64600,2,6967
IntroSort,Random,64600,3,7418
IntroSort,Random,64600,4,6961
IntroSort,Random,64600,5,7230
QuickSort,Random,64700,1,10930
QuickSort,Random,64700,2,11009
QuickSort,Random,64700,3,11175
QuickSort,Random,64700,4,10935
QuickSort,Random,64700,5,10883
IntroSort,Random,64700,1,6939
IntroSort,Random,64700,2,7010
IntroSort,Random,64700,3,7093
IntroSort,Random,64700,4,6875
IntroSort,Random,64700,5,6933
QuickSort,Random,64800,1,11281
QuickSort,Random,64800,2,10807
QuickSort,Random,64800,3,11164
QuickSort,Random,64800,4,10890
QuickSort,Random,64800,5,11071
IntroSort,Random,64800,1,6929
IntroSort,Random,64800,2,6832
IntroSort,Random,64800,3,7147
IntroSort,Random,64800,4,7104
IntroSort,Random,64800,5,7118
QuickSort,Random,64900,1,11016
QuickSort,Random,64900,2,11064
QuickSort,Random,64900,3,10975
QuickSort,Random,64900,4,10975
QuickSort,Random,64900,5,11002
IntroSort,Random,64900,1,7083
IntroSort,Random,64900,2,7102
IntroSort,Random,64900,3,7239
IntroSort,Random,64900,4,7006
IntroSort,Random,64900,5,7000
QuickSort,Random,65000,1,10802
QuickSort,Random,65000,2,11195
QuickSort,Random,65000,3,11029
QuickSort,Random,65000,4,11003
QuickSort,Random,65000,5,11200
IntroSort,Random,65000,1,7196
IntroSort,Random,65000,2,6952
IntroSort,Random,65000,3,7032
IntroSort,Random,65000,4,6951
IntroSort,Random,65000,5,7023
QuickSort,Random,65100,1,11145
QuickSort,Random,65100,2,11095
QuickSort,Random,65100,3,10910
QuickSort,Random,65100,4,10970
QuickSort,Random,65100,5,10974
IntroSort,Random,65100,1,7072
IntroSort,Random,65100,2,7287
IntroSort,Random,65100,3,6976
IntroSort,Random,65100,4,7053
IntroSort,Random,65100,5,7002
QuickSort,Random,65200,1,11153
QuickSort,Random,65200,2,11348
QuickSort,Random,65200,3,11115
QuickSort,Random,65200,4,11025
QuickSort,Random,65200,5,10960
IntroSort,Random,65200,1,6979
IntroSort,Random,65200,2,7133
IntroSort,Random,65200,3,7241
IntroSort,Random,65200,4,7074
IntroSort,Random,65200,5,7158
QuickSort,Random,65300,1,11163
QuickSort,Random,65300,2,10862
QuickSort,Random,65300,3,11116
QuickSort,Random,65300,4,11026
QuickSort,Random,65300,5,11092
IntroSort,Random,65300,1,7119
IntroSort,Random,65300,2,7252
IntroSort,Random,65300,3,7032
IntroSort,Random,65300,4,7206
IntroSort,Random,65300,5,6913
QuickSort,Random,65400,1,11070
QuickSort,Random,65400,2,11271
QuickSort,Random,65400,3,11048
QuickSort,Random,65400,4,11109
QuickSort,Random,65400,5,11178
IntroSort,Random,65400,1,7021
IntroSort,Random,65400,2,7236
IntroSort,Random,65400,3,7190
IntroSort,Random,65400,4,7079
IntroSort,Random,65400,5,7319
QuickSort,Random,65500,1,11226
QuickSort,Random,65500,2,11066
QuickSort,Random,65500,3,11247
QuickSort,Random,65500,4,11178
QuickSort,Random,65500,5,11015
IntroSort,Random,65500,1,7199
IntroSort,Random,65500,2,7152
IntroSort,Random,65500,3,7238
IntroSort,Random,65500,4,7213
IntroSort,Random,65500,5,7126
QuickSort,Random,65600,1,11057
QuickSort,Random,65600,2,11182
QuickSort,Random,65600,3,11245
QuickSort,Random,65600,4,11247
QuickSort,Random,65600,5,10903
IntroSort,Random,65600,1,7049
